istochnik,kanal,data_kommunikacii,id_kommunikacii,nazvanie_kommunikacii,tekst_kommunikacii,brand,target,sent,delivered,opened,clicked,unsubscribed
Breffi,Внешниe email,2022-05-30,23c7629a-7383-486a-a22a-9677cbbf1249,30.05.2022 ЕВ035_БФГ_Педиатрия_Рассылка №4_Верстка и запуск ПОВТОР,30.05.2022 ЕВ035_БФГ_Педиатрия_Рассылка №4_Верстка и запуск ПОВТОР,No Brand,Педиатры,3522,3504,538,73,5
Breffi,Внешниe email,2022-05-31,3063a6d8-6a49-4d4b-89af-a42b95fdd51b,Реактивация,Реактивация,Офломелид,Хирурги,1968,1958,400,35,45
Breffi,Внешниe email,2022-06-01,60909b43-2c55-4917-b436-40a6296ab211,"01.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","01.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","Гастростат, Урдокса, Необутин",Гастроэнтерологи,4,3,1,1,0
Breffi,Внешниe email,2022-06-02,43408b08-0f16-42df-a63c-2b541a130e05,"02.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","02.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","Гастростат, Урдокса, Необутин",Гастроэнтерологи,3,3,2,0,0
Breffi,Внешниe email,2022-06-02,ba4ca632-4942-486c-ab0d-a8efceb3b1f7,"02.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","02.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","Гастростат, Урдокса, Необутин",Аллергологи,1,1,0,0,0
Breffi,Внешниe email,2022-06-02,ba4ca632-4942-486c-ab0d-a8efceb3b1f7,"02.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","02.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","Гастростат, Урдокса, Необутин",Гастроэнтерологи,577,439,146,28,14
Breffi,Внешниe email,2022-06-02,ba4ca632-4942-486c-ab0d-a8efceb3b1f7,"02.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","02.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","Гастростат, Урдокса, Необутин",Другое,2,2,0,0,0
Breffi,Внешниe email,2022-06-02,ba4ca632-4942-486c-ab0d-a8efceb3b1f7,"02.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","02.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","Гастростат, Урдокса, Необутин",Кардиологи,8,6,0,0,0
Breffi,Внешниe email,2022-06-02,ba4ca632-4942-486c-ab0d-a8efceb3b1f7,"02.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","02.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","Гастростат, Урдокса, Необутин",Педиатры,21,17,8,1,0
Breffi,Внешниe email,2022-06-02,ba4ca632-4942-486c-ab0d-a8efceb3b1f7,"02.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","02.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","Гастростат, Урдокса, Необутин",Терапевты,70,64,25,6,6
Breffi,Внешниe email,2022-06-02,ba4ca632-4942-486c-ab0d-a8efceb3b1f7,"02.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","02.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","Гастростат, Урдокса, Необутин",Хирурги,2,2,1,0,0
Breffi,Внешниe email,2022-06-02,ba4ca632-4942-486c-ab0d-a8efceb3b1f7,"02.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","02.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","Гастростат, Урдокса, Необутин",Эндокринологи,2,2,2,1,0
Breffi,Внешниe email,2022-06-02,ba4ca632-4942-486c-ab0d-a8efceb3b1f7,"02.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","02.06.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1 триг.","Гастростат, Урдокса, Необутин",Эндоскописты,1,1,1,0,0
Breffi,Внешниe email,2022-06-10,4c75a3f3-5118-4614-9f2f-21e494cdfe73,Код НМО_вебинар 1,Код НМО_вебинар 1,Офломелид,Травматологи и ортопеды,3,3,3,0,0
Breffi,Внешниe email,2022-06-10,4c75a3f3-5118-4614-9f2f-21e494cdfe73,Код НМО_вебинар 1,Код НМО_вебинар 1,Офломелид,Хирурги,88,88,73,0,0
Breffi,Внешниe email,2022-06-10,db4de4f5-86f6-44e9-926b-59fe6e505b7e,Поствебинарная рассылка_1,Поствебинарная рассылка_1,Офломелид,Другое,51,51,16,4,0
Breffi,Внешниe email,2022-06-10,db4de4f5-86f6-44e9-926b-59fe6e505b7e,Поствебинарная рассылка_1,Поствебинарная рассылка_1,Офломелид,Онкологи,3,3,0,0,0
Breffi,Внешниe email,2022-06-10,db4de4f5-86f6-44e9-926b-59fe6e505b7e,Поствебинарная рассылка_1,Поствебинарная рассылка_1,Офломелид,Проктологи,1,1,0,0,0
Breffi,Внешниe email,2022-06-10,db4de4f5-86f6-44e9-926b-59fe6e505b7e,Поствебинарная рассылка_1,Поствебинарная рассылка_1,Офломелид,Реабилитологи,2,2,0,0,0
Breffi,Внешниe email,2022-06-10,db4de4f5-86f6-44e9-926b-59fe6e505b7e,Поствебинарная рассылка_1,Поствебинарная рассылка_1,Офломелид,Травматологи и ортопеды,1434,1432,290,37,9
Breffi,Внешниe email,2022-06-10,db4de4f5-86f6-44e9-926b-59fe6e505b7e,Поствебинарная рассылка_1,Поствебинарная рассылка_1,Офломелид,Хирурги,6410,6399,1435,268,28
Breffi,Внешниe email,2022-06-10,db4de4f5-86f6-44e9-926b-59fe6e505b7e,Поствебинарная рассылка_1,Поствебинарная рассылка_1,Офломелид,Эндокринологи,4,4,1,0,0
Breffi,Внешниe email,2022-06-10,db4de4f5-86f6-44e9-926b-59fe6e505b7e,Поствебинарная рассылка_1,Поствебинарная рассылка_1,Офломелид,Эндоскописты,1,1,1,0,0
Breffi,Внешниe email,2022-06-15,7c99d104-47da-4ac1-ac90-af950af0a89e,"15.06.2022 ВА027_Биннофрам_Венарус, Дексонал_Рассылка №1 Хирург","15.06.2022 ВА027_Биннофрам_Венарус, Дексонал_Рассылка №1 Хирург","Венарус, Дексонал",Хирурги,1013,432,370,20,62
Breffi,Внешниe email,2022-06-16,ed074d7f-ef5d-4feb-ac72-cb6371676eec,Приглашение на вебинар 2,Приглашение на вебинар 2,Офломелид,Другое,51,51,20,4,0
Breffi,Внешниe email,2022-06-16,ed074d7f-ef5d-4feb-ac72-cb6371676eec,Приглашение на вебинар 2,Приглашение на вебинар 2,Офломелид,Онкологи,3,3,0,0,0
Breffi,Внешниe email,2022-06-16,ed074d7f-ef5d-4feb-ac72-cb6371676eec,Приглашение на вебинар 2,Приглашение на вебинар 2,Офломелид,Проктологи,1,1,0,0,0
Breffi,Внешниe email,2022-06-16,ed074d7f-ef5d-4feb-ac72-cb6371676eec,Приглашение на вебинар 2,Приглашение на вебинар 2,Офломелид,Реабилитологи,2,2,0,0,0
Breffi,Внешниe email,2022-06-16,ed074d7f-ef5d-4feb-ac72-cb6371676eec,Приглашение на вебинар 2,Приглашение на вебинар 2,Офломелид,Травматологи и ортопеды,1424,1419,358,28,19
Breffi,Внешниe email,2022-06-16,ed074d7f-ef5d-4feb-ac72-cb6371676eec,Приглашение на вебинар 2,Приглашение на вебинар 2,Офломелид,Хирурги,6380,6343,1619,211,114
Breffi,Внешниe email,2022-06-16,ed074d7f-ef5d-4feb-ac72-cb6371676eec,Приглашение на вебинар 2,Приглашение на вебинар 2,Офломелид,Эндокринологи,4,4,3,0,0
Breffi,Внешниe email,2022-06-16,ed074d7f-ef5d-4feb-ac72-cb6371676eec,Приглашение на вебинар 2,Приглашение на вебинар 2,Офломелид,Эндоскописты,1,1,0,0,0
Breffi,Внешниe email,2022-06-20,0dad13c9-c016-44f5-8866-61df14bfda12,20.06.2022 АК033_БФГ_Гастростат_Волна №2_Рассылка_Верстка и отправка триг.,20.06.2022 АК033_БФГ_Гастростат_Волна №2_Рассылка_Верстка и отправка триг.,Гастростат,Гастроэнтерологи,223,200,73,21,7
Breffi,Внешниe email,2022-06-20,59a9445b-c2b6-47a4-b5da-6a6326ea6dec,20.06.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5 триг.,20.06.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5 триг.,No Brand,Гастроэнтерологи,1,1,0,0,0
Breffi,Внешниe email,2022-06-20,59a9445b-c2b6-47a4-b5da-6a6326ea6dec,20.06.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5 триг.,20.06.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5 триг.,No Brand,Другое,1,1,0,0,0
Breffi,Внешниe email,2022-06-20,59a9445b-c2b6-47a4-b5da-6a6326ea6dec,20.06.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5 триг.,20.06.2022 ЕВ035_БФГ_Педиатрия_Рассылка №5 триг.,No Brand,Педиатры,2069,1826,320,69,190
Breffi,Внешниe email,2022-06-20,9b5015b9-4c3d-4b2b-ab95-4ad8dcffae9d,"20.06.2022 ЕВ035_БФГ_Педиатрия_Рассылка №10 триг. (Запись вебинара Блохин) Кагоцел, Кипферон, Максилак","20.06.2022 ЕВ035_БФГ_Педиатрия_Рассылка №10 триг. (Запись вебинара Блохин) Кагоцел, Кипферон, Максилак","Кагоцел, Кипферон, Максилак",Педиатры,40,12,4,0,2
Breffi,Внешниe email,2022-06-21,94aa69e6-f8f2-4cfe-8324-d6829d4dfe28,"21.06.2022 ВА027_Биннофрам_Венарус, Дексонал_Рассылка №1 Хирург ПОВТОР","21.06.2022 ВА027_Биннофрам_Венарус, Дексонал_Рассылка №1 Хирург ПОВТОР","Венарус, Дексонал",Хирурги,7402,7224,1254,57,26
Breffi,Внешниe email,2022-06-24,fc74b862-ec44-4863-8e1a-8da4b2cf9c1d,24.06.2022 АК033_БФГ_Гастростат_Волна №2_Рассылка_Верстка и отправка триг. корректировка,24.06.2022 АК033_БФГ_Гастростат_Волна №2_Рассылка_Верстка и отправка триг. корректировка,Гастростат,Гастроэнтерологи,537,478,154,29,15
Breffi,Внешниe email,2022-06-24,fc74b862-ec44-4863-8e1a-8da4b2cf9c1d,24.06.2022 АК033_БФГ_Гастростат_Волна №2_Рассылка_Верстка и отправка триг. корректировка,24.06.2022 АК033_БФГ_Гастростат_Волна №2_Рассылка_Верстка и отправка триг. корректировка,Гастростат,Терапевты,1,1,0,0,0
Breffi,Внешниe email,2022-06-30,923991a1-9ff7-4836-802c-9f0c6b1fac15,Код НМО вебинар 2,Код НМО вебинар 2,Офломелид,Другое,1,1,1,0,0
Breffi,Внешниe email,2022-06-30,923991a1-9ff7-4836-802c-9f0c6b1fac15,Код НМО вебинар 2,Код НМО вебинар 2,Офломелид,Травматологи и ортопеды,11,11,7,2,0
Breffi,Внешниe email,2022-06-30,923991a1-9ff7-4836-802c-9f0c6b1fac15,Код НМО вебинар 2,Код НМО вебинар 2,Офломелид,Хирурги,132,132,104,12,1
Breffi,Внешниe email,2022-07-13,137bbcc5-af64-461e-81a5-7514f1a63326,"13.07.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1_Рассылка_Верстка + повторная","13.07.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1_Рассылка_Верстка + повторная","Гастростат, Урдокса, Необутин",Гастроэнтерологи,803,785,141,26,5
Breffi,Внешниe email,2022-07-13,3063a6d8-6a49-4d4b-89af-a42b95fdd51b,Реактивация,Реактивация,Офломелид,Травматологи и ортопеды,6,6,3,1,0
Breffi,Внешниe email,2022-07-13,3063a6d8-6a49-4d4b-89af-a42b95fdd51b,Реактивация,Реактивация,Офломелид,Хирурги,134,132,66,22,2
Breffi,Внешниe email,2022-07-13,6873a366-aa11-4664-b5b7-6204bc463a7d,"13.07.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1_Рассылка_Верстка + ГАСТРО","13.07.2022 АК033_БФГ_Гастростат, Урдокса, Необутин_Волна №1_Рассылка_Верстка + ГАСТРО","Гастростат, Урдокса, Необутин",Гастроэнтерологи,1358,1345,360,38,1
